GENDER,Car_Owner,Propert_Owner,CHILDREN,Annual_income,Type_Income,EDUCATION,Marital_status,Housing_type,Mobile_phone,Work_Phone,Phone,EMAIL_ID,Type_Occupation,Family_Members,label,Age,Years_Employed,Churn_Probability
F,N,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Cleaning staff,2,0,49.0,14,0.10841043648198177
M,Y,Y,0,135000.0,Commercial associate,Higher education,Civil marriage,House / apartment,1,0,0,0,Core staff,2,0,48.0,1,0.4645662482070596
F,Y,Y,0,166500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Laborers,2,0,33.0,8,0.25875010334871196
F,N,Y,0,90000.0,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,0,0,Unknown,2,0,60.0,0,0.5731848234929529
M,Y,N,0,337500.0,State servant,Higher education,Married,With parents,1,1,1,0,Managers,2,0,28.0,4,0.08943652657539668
F,Y,Y,1,90000.0,State servant,Secondary / secondary special,Married,House / apartment,1,0,0,0,Medicine staff,3,0,48.0,22,0.0437369637916278
F,Y,Y,2,157500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,High skill tech staff,4,0,41.0,18,0.10485554780734203
F,N,N,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,0,0,Unknown,2,0,65.0,0,0.6108785631787012
M,Y,N,2,180000.0,Commercial associate,Higher education,Married,House / apartment,1,0,0,0,Managers,4,0,43.0,7,0.49196926316080714
F,Y,Y,1,112500.0,Working,Higher education,Married,House / apartment,1,0,0,0,Managers,3,0,24.0,1,0.2214852940279607
F,N,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,1,1,1,0,Core staff,2,0,36.0,2,0.5711878908615907
F,N,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,1,0,Unknown,2,0,38.0,5,0.2770262912481671
F,N,N,0,135000.0,Commercial associate,Higher education,Married,With parents,1,0,0,1,Core staff,2,0,42.0,1,0.4996739661484241
M,Y,Y,0,166500.0,Working,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,Drivers,1,0,38.0,2,0.4355724884019783
F,N,N,0,126000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,1,0,0,Managers,2,0,45.0,15,0.37390258585258623
F,Y,Y,0,247500.0,Commercial associate,Higher education,Married,House / apartment,1,0,1,1,Unknown,2,0,39.0,5,0.39166887238743003
F,N,Y,2,184500.0,Working,Secondary / secondary special,Married,House / apartment,1,1,1,0,Sales staff,4,0,27.0,4,0.2716214963086617
F,N,Y,0,165600.0,Pensioner,Secondary / secondary special,Widow,House / apartment,1,0,1,0,Unknown,1,0,58.0,0,0.37993140216687893
M,Y,Y,0,315000.0,Working,Higher education,Married,House / apartment,1,0,0,0,Drivers,2,0,50.0,7,0.4525439884432462
F,N,N,0,112500.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,Unknown,1,0,57.0,0,0.5514195630479972
M,Y,N,0,112500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,1,0,1,0,Unknown,2,0,27.0,5,0.07997638807360014
M,N,Y,0,202500.0,Commercial associate,Secondary / secondary special,Single / not married,Rented apartment,1,0,0,0,Unknown,1,0,51.0,4,0.9079480035027782
F,N,Y,0,72000.0,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,0,0,Unknown,2,0,59.0,0,0.5616195880397289
F,N,Y,0,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,Medicine staff,2,0,57.0,4,0.7445806634241787
F,Y,Y,0,391500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Core staff,2,0,46.0,19,0.18998380355138467
M,Y,Y,1,112500.0,Working,Higher education,Married,House / apartment,1,0,0,1,Accountants,3,0,32.0,1,0.4911845766179048
F,N,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,1,1,1,0,Laborers,2,0,39.0,12,0.37337957342762995
F,N,N,1,112500.0,Working,Secondary / secondary special,Widow,House / apartment,1,0,0,0,Unknown,2,0,54.0,3,0.23441601327928296
F,N,Y,1,270000.0,State servant,Secondary / secondary special,Married,House / apartment,1,0,0,0,Medicine staff,3,0,39.0,6,0.2165885522956364
M,N,Y,0,270000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,Laborers,1,0,40.0,16,0.5060369681428876
M,Y,N,2,247500.0,Working,Secondary / secondary special,Married,House / apartment,1,1,0,0,Laborers,4,0,50.0,15,0.4333986761757157
M,Y,Y,0,360000.0,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,0,1,Unknown,2,0,57.0,0,0.6482488026443611
F,N,Y,0,189000.0,Pensioner,Higher education,Separated,House / apartment,1,0,0,0,Unknown,1,0,62.0,0,0.6711242899466828
F,Y,Y,1,157500.0,State servant,Secondary / secondary special,Married,House / apartment,1,0,0,0,Laborers,3,0,37.0,9,0.10819491812361978
F,Y,Y,0,405000.0,Commercial associate,Incomplete higher,Married,House / apartment,1,0,1,0,Unknown,2,0,50.0,10,0.3955549805643019
F,N,Y,0,157500.0,State servant,Higher education,Married,House / apartment,1,0,1,0,Managers,2,0,41.0,10,0.08882487155435047
F,N,Y,0,130500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Core staff,2,0,37.0,15,0.22089363882660612
F,N,Y,1,135000.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,1,0,0,0,Unknown,3,0,52.0,0,0.2534166792252575
F,Y,Y,0,90000.0,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,0,0,Unknown,2,0,58.0,0,0.4690978582479993
F,N,N,0,67500.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,1,0,0,0,Laborers,2,0,52.0,0,0.474193715483501
F,N,Y,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,Waiters/barmen staff,2,0,42.0,4,0.6459915896944413
M,Y,Y,0,247500.0,Working,Secondary / secondary special,Married,House / apartment,1,1,1,0,Drivers,2,0,42.0,3,0.5677398242323203
F,Y,Y,0,157500.0,Commercial associate,Higher education,Single / not married,House / apartment,1,0,0,0,Private service staff,1,0,-0.0,3,0.0019212464915232433
F,Y,Y,0,135000.0,Working,Higher education,Married,House / apartment,1,0,0,0,Managers,2,0,33.0,10,0.1367752362371268
F,N,Y,0,126000.0,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,0,0,Unknown,2,0,56.0,0,0.5581101437865941
F,N,N,0,180000.0,Working,Incomplete higher,Widow,House / apartment,1,1,1,0,Core staff,1,0,53.0,5,0.42216376573557324
F,N,N,0,112500.0,Pensioner,Secondary / secondary special,Separated,Municipal apartment,1,0,0,0,Unknown,1,0,59.0,0,0.8959093316602855
F,N,Y,0,247500.0,Commercial associate,Higher education,Married,House / apartment,1,0,0,0,Sales staff,2,0,32.0,8,0.2973731710542108
F,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,1,0,0,0,Unknown,1,0,63.0,0,0.3958777095064752
M,Y,Y,0,315000.0,Working,Higher education,Married,House / apartment,1,0,0,0,Drivers,2,0,50.0,7,0.4525439884432462
F,N,Y,0,67500.0,Pensioner,Lower secondary,Single / not married,House / apartment,1,0,0,0,Unknown,1,0,60.0,0,0.8918366606979842
M,Y,Y,0,337500.0,Working,Higher education,Married,With parents,1,0,0,0,Laborers,2,0,29.0,3,0.28237599544821357
F,N,Y,1,337500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,1,Core staff,3,0,35.0,9,0.37845198266875363
F,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,1,0,0,0,Unknown,1,0,60.0,0,0.3774298727367099
F,N,N,1,157500.0,Commercial associate,Higher education,Married,House / apartment,1,0,0,0,High skill tech staff,3,0,30.0,4,0.47735098235531054
F,N,N,0,292500.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,1,0,0,0,Laborers,2,0,51.0,29,0.07587679151201711
M,Y,N,2,135000.0,State servant,Secondary / secondary special,Married,House / apartment,1,1,1,0,Core staff,4,0,38.0,17,0.12134060570999801
M,Y,Y,0,450000.0,Working,Higher education,Married,House / apartment,1,0,1,0,Managers,2,0,52.0,12,0.3279808262056698
F,N,N,0,180000.0,Working,Secondary / secondary special,Married,Municipal apartment,1,1,1,0,Sales staff,2,0,32.0,0,0.741528479366085
M,N,Y,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,1,1,1,0,Security staff,3,0,37.0,8,0.5592178146061366
F,N,N,0,180000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,Unknown,1,0,31.0,6,0.38025519868563934
F,Y,N,0,202500.0,Working,Higher education,Married,House / apartment,1,0,0,0,Accountants,2,0,25.0,0,0.37975504707495383
M,Y,Y,0,180000.0,Working,Higher education,Married,With parents,1,0,0,0,Laborers,2,0,30.0,4,0.23450896400448226
F,Y,Y,0,112500.0,Working,Higher education,Married,House / apartment,1,0,0,1,Accountants,2,0,31.0,6,0.27167229646260993
M,Y,Y,0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,0,0,Unknown,2,0,67.0,0,0.6469955265760453
F,N,N,0,81000.0,Working,Secondary / secondary special,Single / not married,House / apartment,1,1,1,0,Private service staff,1,0,48.0,1,0.007461531892525153
F,N,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Accountants,2,0,48.0,29,0.09603126281632231
M,N,N,0,270000.0,Working,Secondary / secondary special,Married,With parents,1,1,1,0,Laborers,2,0,32.0,1,0.5001512502133522
F,N,Y,0,247500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,1,0,Laborers,2,0,33.0,7,0.5567197676041575
M,Y,Y,3,202500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,1,0,Unknown,5,0,36.0,10,0.2266118566284314
F,N,Y,0,225000.0,State servant,Secondary / secondary special,Married,House / apartment,1,0,0,0,Private service staff,2,0,54.0,6,0.0015693178408273843
F,N,N,2,157500.0,State servant,Higher education,Married,House / apartment,1,0,0,0,Medicine staff,4,0,34.0,14,0.09557503126282306
F,Y,N,0,216000.0,Working,Secondary / secondary special,Single / not married,House / apartment,1,1,1,0,Unknown,1,0,54.0,27,0.0783036903298617
M,Y,N,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,1,1,1,0,Laborers,2,0,-0.0,2,0.37966916272146645
F,N,Y,0,135000.0,Working,Secondary / secondary special,Single / not married,House / apartment,1,1,1,0,Secretaries,1,0,62.0,11,0.006293768323763683
M,Y,N,1,247500.0,Working,Higher education,Married,House / apartment,1,1,0,1,Unknown,3,0,25.0,0,0.44538726151004937
F,N,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Laborers,2,0,37.0,8,0.3621383093551857
M,Y,Y,0,67500.0,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,0,0,Unknown,2,0,62.0,0,0.5979050993375519
F,N,N,2,130500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Sales staff,4,0,42.0,9,0.18215886137571785
F,N,N,0,99000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,1,1,0,0,Core staff,1,0,44.0,1,0.7743264085317048
M,N,Y,1,112500.0,State servant,Secondary / secondary special,Married,House / apartment,1,0,0,0,Laborers,3,0,38.0,0,0.3755512641683735
F,Y,Y,0,247500.0,Working,Secondary / secondary special,Single / not married,With parents,1,0,0,0,Sales staff,1,0,32.0,0,0.10531642770728969
M,Y,Y,1,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,1,0,High skill tech staff,3,0,43.0,5,0.5642892699255636
F,N,N,0,225000.0,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,1,0,Unknown,2,0,55.0,0,0.5803196289361794
M,Y,Y,0,405000.0,Working,Higher education,Married,House / apartment,1,1,0,1,Unknown,2,0,32.0,5,0.4172407718430353
M,Y,Y,0,247500.0,Working,Higher education,Married,House / apartment,1,0,0,0,Managers,2,0,35.0,7,0.280460417178204
F,N,Y,0,171000.0,Working,Higher education,Married,House / apartment,1,0,0,0,High skill tech staff,2,0,50.0,10,0.2981677559500321
F,Y,Y,2,180000.0,Commercial associate,Higher education,Married,House / apartment,1,0,1,1,Unknown,4,0,32.0,7,0.3039910912662976
M,Y,N,0,337500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,1,0,Drivers,2,0,39.0,2,0.5012954587795727
F,N,Y,0,315000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,Unknown,2,0,39.0,6,0.4787700371436824
F,N,Y,0,247500.0,Working,Secondary / secondary special,Married,House / apartment,1,1,1,0,Laborers,2,0,30.0,6,0.475026009522233
F,N,Y,0,180000.0,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,0,0,Unknown,2,0,59.0,0,0.592631369651768
M,Y,Y,0,83250.0,Working,Secondary / secondary special,Married,House / apartment,1,1,1,1,Unknown,2,0,56.0,17,0.23489344582065055
M,N,Y,1,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,1,0,Security staff,3,0,40.0,0,0.8120109022971245
M,Y,Y,0,450000.0,Commercial associate,Higher education,Single / not married,House / apartment,1,0,0,1,Sales staff,1,0,29.0,1,0.49404659106267956
M,Y,Y,0,135000.0,Working,Lower secondary,Married,With parents,1,0,0,1,Laborers,2,0,27.0,5,0.6162675658617216
M,Y,N,0,225000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,Managers,1,0,47.0,7,0.5081932451748952
M,N,Y,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Sales staff,3,0,34.0,1,0.3694519822717446
M,Y,Y,1,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,Laborers,3,0,33.0,2,0.6926508334973415
F,Y,Y,2,216000.0,Working,Higher education,Married,House / apartment,1,0,0,0,Core staff,4,0,34.0,13,0.20294669298510862
M,N,Y,0,114750.0,Pensioner,Secondary / secondary special,Separated,House / apartment,1,0,0,0,Unknown,1,0,58.0,0,0.7242031796035171
F,N,Y,2,99000.0,Commercial associate,Higher education,Married,House / apartment,1,0,1,0,Accountants,4,0,34.0,1,0.6634954538377864
F,N,Y,0,47250.0,Pensioner,Secondary / secondary special,Married,Municipal apartment,1,0,1,0,Unknown,2,0,58.0,0,0.8581266383036938
F,N,N,0,49500.0,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,0,0,Unknown,2,0,65.0,0,0.5931144617051024
F,N,Y,0,135000.0,Working,Secondary / secondary special,Single / not married,House / apartment,1,1,0,0,Laborers,1,0,48.0,5,0.5715432377879367
F,Y,Y,1,225000.0,Commercial associate,Higher education,Married,House / apartment,1,1,1,0,Managers,3,0,46.0,2,0.6151158112236321
F,N,N,0,450000.0,Working,Higher education,Married,House / apartment,1,0,0,0,Sales staff,2,0,30.0,9,0.18368130164187732
M,N,Y,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Laborers,2,0,58.0,4,0.698090515905539
M,N,Y,0,90000.0,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,0,0,Unknown,2,0,65.0,0,0.7042842496026887
F,N,N,0,180000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,Unknown,1,0,31.0,6,0.38025519868563934
F,N,Y,0,103500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,1,0,1,0,Unknown,1,0,66.0,0,0.4120580134017043
F,Y,Y,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,1,0,0,Core staff,2,0,33.0,4,0.5957446013675476
F,Y,Y,0,225000.0,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,0,0,Unknown,2,0,62.0,0,0.5346600149721843
M,N,Y,1,112500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Laborers,3,0,50.0,14,0.4053906702441305
F,N,N,0,270000.0,Working,Secondary / secondary special,Married,House / apartment,1,1,0,0,Managers,2,0,45.0,1,0.5495439563683133
F,Y,Y,1,270000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Laborers,3,0,38.0,8,0.3156888982069207
M,N,N,0,202500.0,State servant,Higher education,Married,House / apartment,1,0,0,0,Core staff,2,0,34.0,13,0.15252198108786955
M,Y,N,0,180000.0,Commercial associate,Secondary / secondary special,Married,Municipal apartment,1,1,0,0,Unknown,2,0,26.0,8,0.7870704605554592
M,N,Y,0,180000.0,Working,Lower secondary,Civil marriage,House / apartment,1,0,0,0,Managers,2,0,35.0,6,0.5165540002763159
F,Y,N,1,108000.0,Commercial associate,Higher education,Married,House / apartment,1,1,0,0,Sales staff,3,0,44.0,1,0.4925787329102054
F,Y,N,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,1,0,Sales staff,2,0,56.0,2,0.30729257232523494
M,Y,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Drivers,2,0,27.0,2,0.3733481898507085
F,N,Y,0,405000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,1,Sales staff,2,0,47.0,13,0.3230428828621936
M,N,Y,0,225000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,1,0,0,1,Laborers,1,0,25.0,3,0.6821193773105438
F,N,N,0,216000.0,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,0,0,Unknown,2,0,62.0,0,0.6212898056391483
F,N,Y,1,135000.0,Working,Academic degree,Civil marriage,House / apartment,1,0,1,0,Unknown,3,0,47.0,20,0.03523724871556006
F,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,0,0,Unknown,2,0,66.0,0,0.6170250677360423
F,N,Y,1,135000.0,Commercial associate,Incomplete higher,Married,House / apartment,1,1,1,0,Managers,3,0,28.0,7,0.4522780648124429
F,N,Y,0,157500.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,1,0,1,0,Unknown,1,0,62.0,0,0.5960516068093845
F,N,N,0,45000.0,State servant,Secondary / secondary special,Married,House / apartment,1,1,1,0,Medicine staff,2,0,38.0,14,0.12517884553562075
M,Y,N,0,157500.0,Working,Higher education,Married,House / apartment,1,0,0,0,Unknown,2,0,42.0,1,0.40394585277599165
M,N,Y,1,198000.0,Commercial associate,Incomplete higher,Single / not married,House / apartment,1,0,0,0,Managers,2,0,26.0,0,0.619303785332319
F,N,N,0,234000.0,State servant,Higher education,Civil marriage,House / apartment,1,0,0,1,Core staff,2,0,60.0,14,0.058090656084116996
F,Y,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Laborers,2,0,41.0,1,0.4453463441216542
F,N,Y,3,207000.0,Commercial associate,Secondary / secondary special,Widow,House / apartment,1,1,1,0,Unknown,4,0,41.0,1,0.48520108389520467
F,N,N,0,198000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,1,0,1,0,Unknown,1,0,60.0,0,0.40135133894738423
F,Y,Y,0,157500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,1,0,0,0,Unknown,1,0,55.0,0,0.28010718866899487
F,Y,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Laborers,2,0,35.0,4,0.3495022854718713
